"filename", "language", "Dart", "comment", "blank", "total"
"/Users/samharvey/development/flutter_apps/aquabalance/lib/ui/views/output_view.dart", "Dart", 0, -4, -1, -5
"/Users/samharvey/development/flutter_apps/aquabalance/lib/ui/views/usage_comparison_view.dart", "Dart", 0, -175, -4, -179
"/Users/samharvey/development/flutter_apps/aquabalance/lib/ui/views/water_usage_view.dart", "Dart", -2, 1, 1, 0
"Total", "-", -2, -178, -4, -184
